Keyword,Party,Neighbor,Similarity
gas,Republican,energy_costs,0.8295758962631226
gas,Republican,oil,0.8195075988769531
gas,Republican,tank,0.8153019547462463
gas,Republican,everyday_goods,0.8023518919944763
gas,Republican,car,0.799231231212616
gun,Democrat,firearm,0.8085607290267944
gun,Democrat,prohibited,0.7581977844238281
gun,Democrat,criminal,0.7344169020652771
gun,Democrat,untraceable,0.7337402105331421
gun,Democrat,weapon,0.7288597226142883
gun,Democrat,gun_sales,0.7274433374404907
gun,Democrat,happening_again,0.7273653745651245
gun,Democrat,shutdown,0.7216364145278931
gun,Democrat,advertising,0.7149888277053833
gun,Democrat,kill,0.7148260474205017
gun,Republican,law-abiding_citizens,0.8736843466758728
gun,Republican,extremism,0.8528181910514832
gun,Republican,infringe,0.8473770022392273
gun,Republican,felon,0.8460255265235901
gun,Republican,law_abiding,0.844172477722168
gun,Republican,election_fraud,0.8368021249771118
gun,Republican,washington_bureaucrats,0.8367104530334473
gun,Republican,conscience,0.8359150290489197
gun,Republican,constitutional_rights,0.8347998261451721
gun,Republican,unelected,0.8332382440567017
healthcare,Democrat,health_care,0.8088615536689758
healthcare,Democrat,preschool,0.7815769910812378
healthcare,Democrat,higher_wages,0.7771300673484802
healthcare,Democrat,quality_healthcare,0.7770361304283142
healthcare,Democrat,high-quality,0.766899585723877
healthcare,Democrat,high_quality,0.7468405365943909
healthcare,Democrat,quality_health,0.7449729442596436
healthcare,Democrat,improving_access,0.7404174208641052
healthcare,Democrat,primary,0.7342750430107117
healthcare,Democrat,careand,0.73285973072052
healthcare,Republican,health_care,0.8724378943443298
healthcare,Republican,physical,0.818239152431488
healthcare,Republican,educational,0.7810749411582947
healthcare,Republican,homelessness,0.7808054685592651
healthcare,Republican,input,0.777337372303009
healthcare,Republican,behavioral_health,0.7719606757164001
healthcare,Republican,expertise,0.7704492211341858
healthcare,Republican,addiction_services,0.7680562734603882
healthcare,Republican,coverage,0.7659986615180969
healthcare,Republican,suffering_from,0.7650014758110046
immigrant,Democrat,immigrant_families,0.7557262182235718
immigrant,Democrat,farmworkers,0.7450110912322998
immigrant,Democrat,serviceman,0.7115369439125061
immigrant,Democrat,labor_movement,0.7096337676048279
immigrant,Democrat,diverse,0.7060562968254089
immigrant,Democrat,all_backgrounds,0.7008621692657471
immigrant,Democrat,in_uniform,0.6998463869094849
immigrant,Democrat,vital_contributions,0.6972855925559998
immigrant,Democrat,tps_holders,0.6957835555076599
immigrant,Democrat,latino_communities,0.6955216526985168
immigrant,Republican,cross,0.9062061309814453
immigrant,Republican,crossing,0.8985411524772644
immigrant,Republican,illegal_migrants,0.8941563367843628
immigrant,Republican,illegally_crossing,0.8865158557891846
immigrant,Republican,million_illegal,0.8840014934539795
immigrant,Republican,border_illegally,0.8772341012954712
immigrant,Republican,crossed,0.8754807710647583
immigrant,Republican,over_million,0.8711206912994385
immigrant,Republican,influx_of,0.8669325709342957
immigrant,Republican,seized,0.8661081194877625
immigration,Democrat,police_reform,0.7760158777236938
immigration,Democrat,reassert,0.7690349221229553
immigration,Democrat,governmental,0.7630797624588013
immigration,Democrat,justice_department,0.7612127661705017
immigration,Democrat,downpayment,0.7608169913291931
immigration,Democrat,oversight,0.7605718970298767
immigration,Democrat,advance_racial,0.7585369944572449
immigration,Democrat,antitrust,0.7573051452636719
immigration,Democrat,ethic,0.756449282169342
immigration,Democrat,prompt,0.7555298805236816
immigration,Republican,mass_amnesty,0.8248433470726013
immigration,Republican,enforcing,0.8236129879951477
immigration,Republican,unlawful,0.8190063238143921
immigration,Republican,immigration_policies,0.805848240852356
immigration,Republican,@_icegov,0.7963407039642334
immigration,Republican,open_border,0.7945460081100464
immigration,Republican,unwillingness,0.7936151027679443
immigration,Republican,amnesty,0.7927449345588684
immigration,Republican,open_borders,0.7876160740852356
immigration,Republican,deportation,0.7872010469436646
inflation,Democrat,well-connected,0.8699361085891724
inflation,Democrat,drug_costs,0.8566928505897522
inflation,Democrat,allow_medicare,0.8506345748901367
inflation,Democrat,drug_prices,0.8502257466316223
inflation,Democrat,cut_costs,0.8501446843147278
inflation,Democrat,jobless_workers,0.8494458794593811
inflation,Democrat,wealthiest_americans,0.8493096828460693
inflation,Democrat,ultra-wealthy,0.848130464553833
inflation,Democrat,negotiate_lower,0.848102867603302
inflation,Democrat,lowering_prescription,0.8466421961784363
inflation,Republican,#_bidenflation,0.7960780262947083
inflation,Republican,price,0.7881571054458618
inflation,Republican,gas_prices,0.7872277498245239
inflation,Republican,energy_prices,0.7768135070800781
inflation,Republican,inflation_crisis,0.7736222743988037
inflation,Republican,skyrocketing_prices,0.7691887617111206
inflation,Republican,rising_prices,0.7653383016586304
inflation,Republican,higher_prices,0.7645664811134338
inflation,Republican,skyrocketing,0.7585068941116333
inflation,Republican,raging,0.7577328681945801
job,Democrat,good-paying_jobs,0.671105146408081
job,Democrat,union_jobs,0.6585416793823242
job,Democrat,good-paying_union,0.6544597148895264
job,Democrat,good_paying,0.638499915599823
job,Democrat,good-paying,0.6358229517936707
job,Democrat,high-paying_jobs,0.6124526262283325
job,Democrat,while_creating,0.608377993106842
job,Democrat,create_good,0.6057438254356384
job,Democrat,create_millions,0.6045114398002625
job,Democrat,paying_jobs,0.604002833366394
job,Republican,worker,0.6636237502098083
job,Republican,good-paying_jobs,0.6095916032791138
job,Republican,small_businesses,0.5825752019882202
job,Republican,economic_growth,0.577940046787262
job,Republican,american_jobs,0.5773601531982422
job,Republican,livelihood,0.5745673775672913
job,Republican,american_workers,0.572350025177002
job,Republican,economy,0.5718673467636108
job,Republican,our_economy,0.5680491924285889
job,Republican,workforce,0.5676500797271729
justice,Democrat,equality,0.7538437843322754
justice,Democrat,policing_act,0.6959566473960876
justice,Democrat,true_justice,0.6711356043815613
justice,Democrat,racial_justice,0.6651490926742554
justice,Democrat,fairness,0.6593018174171448
justice,Democrat,accountability,0.6586200594902039
justice,Democrat,george_floyd,0.657210111618042
justice,Democrat,equal_justice,0.6563528776168823
justice,Democrat,pursuit_of,0.6464654803276062
justice,Democrat,her_name,0.6343422532081604
justice,Republican,birth,0.7446287870407104
justice,Republican,document,0.7442958354949951
justice,Republican,constitution,0.7349419593811035
justice,Republican,upheld,0.7343218326568604
justice,Republican,human_life,0.7229653000831604
justice,Republican,constitutional,0.7221238017082214
justice,Republican,purpose,0.7218073010444641
justice,Republican,humanity,0.7187400460243225
justice,Republican,unborn_children,0.7060971260070801
justice,Republican,every_life,0.7011380791664124
medicare,Democrat,medicaid,0.833378791809082
medicare,Democrat,eligibility_age,0.8001812696456909
medicare,Democrat,by_lowering,0.7960119843482971
medicare,Democrat,lower_prescription,0.794556736946106
medicare,Democrat,lowering,0.7895922660827637
medicare,Democrat,premium,0.7878540754318237
medicare,Democrat,negotiate_drug,0.7869460582733154
medicare,Democrat,aca,0.7860628366470337
medicare,Democrat,drug_costs,0.7824611067771912
medicare,Democrat,out-of-pocket_costs,0.779364287853241
medicare,Republican,social_security,0.8827916979789734
medicare,Republican,provider,0.8568807244300842
medicare,Republican,child_care,0.8563612699508667
medicare,Republican,cares_act,0.8515808582305908
medicare,Republican,harmful_regulations,0.8446617126464844
medicare,Republican,livestock_haulers,0.8434260487556458
medicare,Republican,estate_tax,0.8323296308517456
medicare,Republican,pell,0.8317378163337708
medicare,Republican,#_fast41,0.8309031128883362
medicare,Republican,rx_drug,0.8232172131538391
military,Democrat,rank,0.7691975831985474
military,Democrat,armed_forces,0.7300161719322205
military,Democrat,nato_allies,0.7265348434448242
military,Democrat,service_members,0.72169429063797
military,Democrat,civilian,0.7163016200065613
military,Democrat,diplomatic,0.7054424285888672
military,Democrat,diplomat,0.693702220916748
military,Democrat,engagement,0.6916219592094421
military,Democrat,withdrawal,0.6912059783935547
military,Democrat,sexual_assault,0.6897881627082825
military,Republican,u.s._military,0.6838577389717102
military,Republican,interest,0.6656516194343567
military,Republican,taiwanese,0.6607535481452942
military,Republican,advantage,0.6530457139015198
military,Republican,presence,0.6525730490684509
military,Republican,posture,0.6461719274520874
military,Republican,diplomatic,0.6423799991607666
military,Republican,nuclear_modernization,0.6412717700004578
military,Republican,nuclear_deterrence,0.6355471014976501
military,Republican,pay_raise,0.6339544653892517
patriotism,Democrat,ancestor,0.9297016859054565
patriotism,Democrat,selflessness,0.9206512570381165
patriotism,Democrat,grit,0.9195588827133179
patriotism,Democrat,persistence,0.9187747836112976
patriotism,Democrat,inspirational,0.9150575995445251
patriotism,Democrat,humor,0.9048374891281128
patriotism,Democrat,eternally,0.9010693430900574
patriotism,Democrat,officer_sicknick,0.8984249830245972
patriotism,Democrat,her_story,0.8979426622390747
patriotism,Democrat,he_gave,0.8974343538284302
patriotism,Republican,valor,0.9538781642913818
patriotism,Republican,devotion,0.9514731168746948
patriotism,Republican,selflessness,0.9509599208831787
patriotism,Republican,his_bravery,0.9392834901809692
patriotism,Republican,steadfast,0.9388759732246399
patriotism,Republican,heroism,0.9375991225242615
patriotism,Republican,#_vietnamwarveteransday,0.9371979832649231
patriotism,Republican,admiration,0.933523416519165
patriotism,Republican,profound,0.9327772259712219
patriotism,Republican,embodies,0.931509792804718
police,Democrat,killed_by,0.7443507313728333
police,Democrat,ethiopian,0.7407349348068237
police,Democrat,prisoner,0.7239063382148743
police,Democrat,security_force,0.7211663126945496
police,Democrat,innocent_lives,0.71904057264328
police,Democrat,serious_crimes,0.7139167785644531
police,Democrat,detention,0.7117347717285156
police,Democrat,unjustly_imprisoned,0.7112873792648315
police,Democrat,isi,0.7111100554466248
police,Democrat,denounce,0.7102025151252747
police,Republican,defund,0.803340494632721
police,Republican,defunding,0.7719622850418091
police,Republican,defunded,0.6866549849510193
police,Republican,prosecutor,0.6747457385063171
police,Republican,rioter,0.6308070421218872
police,Republican,democratic_party,0.6194772124290466
police,Republican,u.s._capitol,0.6194180250167847
police,Republican,themselves,0.6163338422775269
police,Republican,monopoly,0.6153837442398071
police,Republican,law_enforcement,0.6111134886741638
racism,Democrat,bigotry,0.9444203972816467
racism,Democrat,hatred,0.9171633124351501
racism,Democrat,anti-semitism,0.8939571380615234
racism,Democrat,intolerance,0.8823380470275879
racism,Democrat,all_forms,0.8591264486312866
racism,Democrat,injustice,0.855911374092102
racism,Democrat,xenophobia,0.8548051118850708
racism,Democrat,systemic_racism,0.8528515696525574
racism,Democrat,white_supremacy,0.8515347242355347
racism,Democrat,its_forms,0.8381922245025635
racism,Republican,defined_by,0.9111130833625793
racism,Republican,envy,0.9065477252006531
racism,Republican,terrified,0.9061575531959534
racism,Republican,tyrannical,0.9050153493881226
racism,Republican,inherently,0.9033153057098389
racism,Republican,opponent,0.9019648432731628
racism,Republican,alexei_navalny,0.9007927179336548
racism,Republican,norm,0.898358166217804
racism,Republican,an_invasion,0.8978058695793152
racism,Republican,free_press,0.8975819945335388
right,Democrat,fundamental_right,0.7376007437705994
right,Democrat,constitutional_right,0.706836998462677
right,Democrat,sacred_right,0.6942967772483826
right,Democrat,freedom,0.6844503283500671
right,Democrat,reproductive_rights,0.6629664897918701
right,Democrat,constitutional_rights,0.6593063473701477
right,Democrat,ballot_box,0.655591607093811
right,Democrat,reproductive_freedom,0.6554743647575378
right,Democrat,basic_right,0.6549913883209229
right,Democrat,a_womans,0.6531477570533752
right,Republican,first_amendment,0.7290765643119812
right,Republican,#_2a,0.7225300073623657
right,Republican,second_amendment,0.7208229303359985
right,Republican,bear_arms,0.7073941230773926
right,Republican,constitutional_right,0.7060707807540894
right,Republican,law-abiding_citizens,0.6854854226112366
right,Republican,law_abiding,0.6765121221542358
right,Republican,law-abiding,0.6668782830238342
right,Republican,religious_liberty,0.6666643619537354
right,Republican,human_life,0.6640824675559998
security,Democrat,stability,0.757803738117218
security,Democrat,cyber,0.7307702302932739
security,Democrat,breakdown,0.7177848815917969
security,Democrat,nuclear,0.7109704613685608
security,Democrat,readiness,0.7030149698257446
security,Democrat,cooperation,0.6924679279327393
security,Democrat,southern_border,0.6917764544487
security,Democrat,vulnerability,0.6915724277496338
security,Democrat,national_security,0.6891853213310242
security,Democrat,communication,0.6885244250297546
security,Republican,sovereignty,0.750744104385376
security,Republican,securing,0.7424230575561523
security,Republican,natl_security,0.7313844561576843
security,Republican,threatens,0.7285857796669006
security,Republican,weakened,0.7232016324996948
security,Republican,serious_threat,0.7230622172355652
security,Republican,deterring,0.7162953019142151
security,Republican,maintaining,0.712918221950531
security,Republican,modernization,0.7049155831336975
security,Republican,public_safety,0.7039198875427246
social_security,Democrat,dependent_care,0.7764493227005005
social_security,Democrat,credit_expansion,0.7738880515098572
social_security,Democrat,ssi,0.7612149715423584
social_security,Democrat,expire,0.7582703232765198
social_security,Democrat,medicare,0.7516934275627136
social_security,Democrat,eitc,0.7495810985565186
social_security,Democrat,automatic,0.7487197518348694
social_security,Democrat,"$_3,000",0.7475405335426331
social_security,Democrat,credit_payments,0.744889497756958
social_security,Democrat,premium_tax,0.7429629564285278
social_security,Republican,medicare,0.8827916383743286
social_security,Republican,coverage,0.8700666427612305
social_security,Republican,maternal_health,0.8694013953208923
social_security,Republican,health_insurance,0.8663852214813232
social_security,Republican,compensation,0.8639059662818909
social_security,Republican,excess,0.8631901741027832
social_security,Republican,cfap,0.856777548789978
social_security,Republican,addiction_services,0.8567385673522949
social_security,Republican,harmful_regulations,0.8567248582839966
social_security,Republican,pell,0.8557295799255371
tax,Democrat,fair_share,0.8426591157913208
tax,Democrat,their_fair,0.8083410263061523
tax,Democrat,ultra-rich_pay,0.8001672625541687
tax,Democrat,pay_their,0.7999468445777893
tax,Democrat,avoid_paying,0.7957913279533386
tax,Democrat,wealthy_pay,0.7839317321777344
tax,Democrat,billionaire,0.7814221382141113
tax,Democrat,large_corporations,0.7729226350784302
tax,Democrat,billionaires_pay,0.7714025378227234
tax,Democrat,ultra-rich,0.7702719569206238
tax,Republican,spending_spree,0.8018239736557007
tax,Republican,tax_hike,0.7961960434913635
tax,Republican,massive_tax,0.7888261079788208
tax,Republican,reckless_tax,0.7769266366958618
tax,Republican,tax-and-spending_spree,0.7749401330947876
tax,Republican,trillion_reckless,0.7689196467399597
tax,Republican,taxing,0.7673184275627136
tax,Republican,raise_taxes,0.7623781561851501
tax,Republican,or_increasing,0.7608190178871155
tax,Republican,dems_reckless,0.7604522705078125
terrorism,Democrat,depart,0.8570252656936646
terrorism,Democrat,combat_anti-semitism,0.8521398305892944
terrorism,Democrat,kabul_airport,0.8477219343185425
terrorism,Democrat,evacuate_americans,0.8473339676856995
terrorism,Democrat,those_fleeing,0.8435267806053162
terrorism,Democrat,evacuation_efforts,0.8431517481803894
terrorism,Democrat,tigray,0.8430324792861938
terrorism,Democrat,withdrawal,0.8339893221855164
terrorism,Democrat,tension,0.8306129574775696
terrorism,Democrat,u.s._stands,0.8295536041259766
terrorism,Republican,terror,0.8625845909118652
terrorism,Republican,our_ally,0.8045631051063538
terrorism,Republican,worlds_largest,0.7806109189987183
terrorism,Republican,state_sponsor,0.7794593572616577
terrorism,Republican,north_korea,0.7749377489089966
terrorism,Republican,sponsor_of,0.7714093327522278
terrorism,Republican,largest_state,0.7710648775100708
terrorism,Republican,global_war,0.7705685496330261
terrorism,Republican,democratic_ally,0.769351601600647
terrorism,Republican,rocket_attacks,0.7689557671546936
truth,Democrat,her_name,0.7892491221427917
truth,Democrat,fact,0.7708433270454407
truth,Democrat,partisan_politics,0.7688903212547302
truth,Democrat,insurrection,0.7688867449760437
truth,Democrat,/6,0.7660472393035889
truth,Democrat,what_happened,0.7594748139381409
truth,Democrat,russian_people,0.75835120677948
truth,Democrat,republican_party,0.7567300200462341
truth,Democrat,former_president,0.7519840002059937
truth,Democrat,telling,0.7510510087013245
truth,Republican,truth_about,0.8402389287948608
truth,Republican,telling,0.812140166759491
truth,Republican,misinformation,0.8061634302139282
truth,Republican,natural_immunity,0.7965095043182373
truth,Republican,censor,0.7945617437362671
truth,Republican,everybody,0.7908627390861511
truth,Republican,bias,0.7894116640090942
truth,Republican,afraid,0.7881858348846436
truth,Republican,lie,0.7866518497467041
truth,Republican,cry,0.7818982601165771
veteran,Democrat,vet,0.7750561833381653
veteran,Democrat,servicemembers,0.7531603574752808
veteran,Democrat,military_families,0.7351242303848267
veteran,Democrat,service_members,0.7061657905578613
veteran,Democrat,caregiver,0.7023158073425293
veteran,Democrat,arizona_veterans,0.6986584067344666
veteran,Democrat,spouse,0.6982527375221252
veteran,Democrat,appreciation,0.6665534377098083
veteran,Democrat,servicemembers_who,0.6591425538063049
veteran,Democrat,k2,0.6540866494178772
veteran,Republican,hero,0.7647689580917358
veteran,Republican,vet,0.759054958820343
veteran,Republican,caregiver,0.756490170955658
veteran,Republican,spouse,0.7311098575592041
veteran,Republican,military_service,0.7193112969398499
veteran,Republican,disabled,0.7097552418708801
veteran,Republican,adoption,0.7066776752471924
veteran,Republican,recipient,0.6901659369468689
veteran,Republican,professional,0.686906099319458
veteran,Republican,vietnam_veterans,0.6866633892059326
voting_right,Democrat,advancement_act,0.8189356327056885
voting_right,Democrat,john_lewis,0.8079044818878174
voting_right,Democrat,#_forthepeopleact,0.7743375301361084
voting_right,Democrat,#_votingrightsact,0.7687420845031738
voting_right,Democrat,#_freedomtovoteact,0.7432023286819458
voting_right,Democrat,abortion_rights,0.7417078018188477
voting_right,Democrat,filibuster,0.7393510937690735
